state,district,crop,year,area_harvested,production,yield
Rajasthan,Jodhpur,Potato,2015,9058.2,209625.8,23142.1
Rajasthan,Jodhpur,Banana,2015,43212.1,2012772.1,46578.9
Rajasthan,Udaipur,Cotton,2015,69358.6,127439.5,1837.4
Rajasthan,Udaipur,Banana,2015,13782.5,616735.2,44747.7
Rajasthan,Udaipur,Chickpea,2015,20369.2,28068.8,1378.0
Rajasthan,Udaipur,Rice,2015,24610.3,90216.4,3665.8
Rajasthan,Udaipur,Maize,2015,76046.9,258171.6,3394.9
Rajasthan,Kota,Sugarcane,2015,25770.8,2048685.8,79496.4
Rajasthan,Kota,Wheat,2015,12889.5,43531.7,3377.3
Rajasthan,Kota,Groundnut,2015,27999.5,66302.8,2368.0
Rajasthan,Kota,Chickpea,2015,67797.8,78123.4,1152.3
Rajasthan,Kota,Potato,2015,79078.6,1892026.7,23925.9
Rajasthan,Bikaner,Potato,2015,57536.2,1177650.9,20468.0
Rajasthan,Bikaner,Onion,2015,35679.6,701432.4,19659.2
Rajasthan,Bikaner,Groundnut,2015,60215.2,124230.0,2063.1
Rajasthan,Bikaner,Wheat,2015,55588.5,171807.4,3090.7
Rajasthan,Bikaner,Chickpea,2015,57303.5,70941.7,1238.0
Madhya Pradesh,Indore,Groundnut,2015,52224.1,115404.8,2209.8
Madhya Pradesh,Indore,Wheat,2015,76078.8,259109.2,3405.8
Madhya Pradesh,Indore,Rice,2015,37998.8,128891.9,3392.0
Madhya Pradesh,Indore,Banana,2015,53637.6,2430008.6,45304.2
Madhya Pradesh,Indore,Onion,2015,19096.0,310569.7,16263.6
Madhya Pradesh,Bhopal,Wheat,2015,11737.5,37784.2,3219.1
Madhya Pradesh,Bhopal,Banana,2015,40667.0,1725659.4,42433.9
Madhya Pradesh,Bhopal,Rice,2015,31854.0,103933.2,3262.8
Madhya Pradesh,Bhopal,Maize,2015,16705.5,53830.1,3222.3
Madhya Pradesh,Bhopal,Cotton,2015,62873.3,105262.5,1674.2
Madhya Pradesh,Ujjain,Cotton,2015,9076.8,17517.3,1929.9
Madhya Pradesh,Ujjain,Sugarcane,2015,31152.3,2508548.3,80525.3
Madhya Pradesh,Ujjain,Potato,2015,10330.3,224161.3,21699.4
Madhya Pradesh,Ujjain,Groundnut,2015,60950.0,144731.9,2374.6
Madhya Pradesh,Ujjain,Banana,2015,42850.7,2113426.5,49320.7
Madhya Pradesh,Jabalpur,Onion,2015,45532.5,837584.0,18395.3
Madhya Pradesh,Jabalpur,Chickpea,2015,40904.7,52010.3,1271.5
Madhya Pradesh,Jabalpur,Banana,2015,22866.2,1034057.6,45222.1
Madhya Pradesh,Jabalpur,Sugarcane,2015,7755.6,558233.4,71978.1
Madhya Pradesh,Jabalpur,Rice,2015,28546.0,110330.3,3865.0
Madhya Pradesh,Gwalior,Rice,2015,45918.6,169531.5,3692.0
Madhya Pradesh,Gwalior,Wheat,2015,39666.9,145724.3,3673.7
Madhya Pradesh,Gwalior,Sugarcane,2015,67556.0,4567765.2,67614.5
Madhya Pradesh,Gwalior,Banana,2015,8674.7,404304.3,46607.3
Madhya Pradesh,Gwalior,Cotton,2015,69955.3,136755.6,1954.9
Bihar,Patna,Potato,2015,68312.4,1396162.0,20437.9
Bihar,Patna,Banana,2015,11029.9,498905.5,45232.1
Bihar,Patna,Wheat,2015,17728.4,59649.0,3364.6
Bihar,Patna,Chickpea,2015,73619.1,96838.6,1315.4
Bihar,Patna,Sugarcane,2015,65946.3,4702215.2,71303.7
Bihar,Gaya,Banana,2015,73418.6,3240785.1,44141.2
Bihar,Gaya,Potato,2015,42121.7,898915.0,21340.9
Bihar,Gaya,Maize,2015,63245.4,195618.0,3093.0
Bihar,Gaya,Rice,2015,7924.7,31169.4,3933.2
Bihar,Gaya,Sugarcane,2015,13591.6,1047334.7,77057.5
Bihar,Muzaffarpur,Sugarcane,2015,23714.8,1751468.4,73855.5
Bihar,Muzaffarpur,Wheat,2015,12804.6,51304.2,4006.7
Bihar,Muzaffarpur,Onion,2015,57004.0,1039838.5,18241.5
Bihar,Muzaffarpur,Potato,2015,27911.3,646029.4,23145.8
Bihar,Muzaffarpur,Chickpea,2015,50910.5,62126.1,1220.3
Bihar,Bhagalpur,Groundnut,2015,24085.3,52481.9,2179.0
Bihar,Bhagalpur,Banana,2015,61062.7,2827612.1,46306.7
Bihar,Bhagalpur,Cotton,2015,39489.6,88899.0,2251.2
Bihar,Bhagalpur,Potato,2015,79836.3,1738331.6,21773.7
Bihar,Bhagalpur,Rice,2015,10911.6,37957.1,3478.6
Bihar,Darbhanga,Sugarcane,2015,64518.1,4922821.4,76301.4
Bihar,Darbhanga,Onion,2015,22575.7,408484.7,18094.0
Bihar,Darbhanga,Banana,2015,58872.3,2895851.9,49188.7
Bihar,Darbhanga,Wheat,2015,73090.3,233318.9,3192.2
Bihar,Darbhanga,Groundnut,2015,40379.9,87842.4,2175.4
West Bengal,Hooghly,Groundnut,2015,17026.0,36764.2,2159.3
West Bengal,Hooghly,Cotton,2015,58406.9,124663.7,2134.4
West Bengal,Hooghly,Wheat,2015,40603.1,146268.6,3602.4
West Bengal,Hooghly,Chickpea,2015,65912.4,76596.8,1162.1
West Bengal,Hooghly,Maize,2015,20582.3,66468.5,3229.4
West Bengal,Burdwan,Rice,2015,56095.6,232836.0,4150.7
West Bengal,Burdwan,Wheat,2015,9522.0,36207.4,3802.5
West Bengal,Burdwan,Potato,2015,24090.3,598056.2,24825.6
West Bengal,Burdwan,Groundnut,2015,36539.4,62592.0,1713.0
West Bengal,Burdwan,Onion,2015,66723.9,1287431.0,19294.9
West Bengal,Nadia,Wheat,2015,26733.0,101978.4,3814.7
West Bengal,Nadia,Potato,2015,71524.8,1642681.5,22966.6
West Bengal,Nadia,Onion,2015,43157.0,813889.2,18858.8
West Bengal,Nadia,Cotton,2015,7888.2,14346.3,1818.7
West Bengal,Nadia,Maize,2015,47121.3,143983.8,3055.6
West Bengal,Murshidabad,Onion,2015,24466.3,411339.7,16812.5
West Bengal,Murshidabad,Wheat,2015,9785.2,31578.8,3227.2
West Bengal,Murshidabad,Maize,2015,66801.7,223585.3,3347.0
West Bengal,Murshidabad,Banana,2015,78313.6,3642725.8,46514.6
West Bengal,Murshidabad,Sugarcane,2015,23838.4,1695010.4,71104.2
West Bengal,Birbhum,Rice,2015,44840.6,172053.4,3837.0
West Bengal,Birbhum,Groundnut,2015,73558.9,163617.1,2224.3
West Bengal,Birbhum,Cotton,2015,22752.6,42606.5,1872.6
West Bengal,Birbhum,Sugarcane,2015,43509.3,3188061.3,73273.1
West Bengal,Birbhum,Banana,2015,18850.7,874629.1,46397.7
Tamil Nadu,Coimbatore,Onion,2015,57358.2,1099138.0,19162.7
Tamil Nadu,Coimbatore,Groundnut,2015,74753.5,171312.6,2291.7
Tamil Nadu,Coimbatore,Rice,2015,70863.4,299383.7,4224.8
Tamil Nadu,Coimbatore,Chickpea,2015,35936.7,47120.2,1311.2
Tamil Nadu,Coimbatore,Potato,2015,30871.4,785856.2,25455.8
Tamil Nadu,Madurai,Groundnut,2015,69765.3,172704.0,2475.5
Tamil Nadu,Madurai,Potato,2015,77692.8,1800515.1,23174.8
Tamil Nadu,Madurai,Banana,2015,53705.6,2400275.1,44693.2
Tamil Nadu,Madurai,Sugarcane,2015,33042.8,2357048.7,71333.2
Tamil Nadu,Madurai,Chickpea,2015,73726.3,89444.7,1213.2
Tamil Nadu,Salem,Chickpea,2015,19351.1,24018.6,1241.2
Tamil Nadu,Salem,Groundnut,2015,79731.0,192367.0,2412.7
Tamil Nadu,Salem,Sugarcane,2015,45953.7,3501157.3,76188.8
Tamil Nadu,Salem,Wheat,2015,40257.1,139543.2,3466.3
Tamil Nadu,Salem,Onion,2015,57624.6,1126693.5,19552.3
Tamil Nadu,Thanjavur,Cotton,2015,79939.5,161973.4,2026.2
Tamil Nadu,Thanjavur,Groundnut,2015,47003.0,122696.6,2610.4
Tamil Nadu,Thanjavur,Wheat,2015,10720.6,31264.5,2916.3
Tamil Nadu,Thanjavur,Rice,2015,50035.2,190494.0,3807.2
Tamil Nadu,Thanjavur,Potato,2015,23485.0,464577.9,19781.9
Tamil Nadu,Tiruchirappalli,Chickpea,2015,33747.5,42636.6,1263.4
Tamil Nadu,Tiruchirappalli,Groundnut,2015,72691.0,156598.2,2154.3
Tamil Nadu,Tiruchirappalli,Onion,2015,13935.6,270718.5,19426.4
Tamil Nadu,Tiruchirappalli,Rice,2015,79790.9,274073.8,3434.9
Tamil Nadu,Tiruchirappalli,Wheat,2015,46489.2,165055.3,3550.4
Punjab,Ludhiana,Chickpea,2016,17964.0,22967.0,1278.5
Punjab,Ludhiana,Cotton,2016,29591.8,66119.9,2234.4
Punjab,Ludhiana,Banana,2016,57028.8,2561117.8,44909.2
Punjab,Ludhiana,Rice,2016,23168.6,91330.6,3942.0
Punjab,Ludhiana,Sugarcane,2016,60783.6,4323330.8,71126.6
Punjab,Amritsar,Potato,2016,78308.0,1839251.3,23487.4
Punjab,Amritsar,Cotton,2016,66069.8,126887.1,1920.5
Punjab,Amritsar,Sugarcane,2016,72966.3,5247021.2,71910.2
Punjab,Amritsar,Rice,2016,71754.0,240361.5,3349.8
Punjab,Amritsar,Chickpea,2016,18564.1,24710.7,1331.1
Punjab,Jalandhar,Potato,2016,73492.5,1904006.9,25907.5
Punjab,Jalandhar,Groundnut,2016,7050.7,16961.9,2405.7
Punjab,Jalandhar,Cotton,2016,6997.7,12151.5,1736.5
Punjab,Jalandhar,Rice,2016,53858.2,199506.9,3704.3
Punjab,Jalandhar,Banana,2016,42343.0,1969821.8,46520.6
Punjab,Patiala,Cotton,2016,21575.4,46050.5,2134.4
Punjab,Patiala,Maize,2016,53790.6,163544.9,3040.4
Punjab,Patiala,Potato,2016,62310.4,1374860.3,22064.7
Punjab,Patiala,Chickpea,2016,24342.1,31425.7,1291.0
Punjab,Patiala,Wheat,2016,34180.6,117324.9,3432.5
Punjab,Bathinda,Potato,2016,68082.0,1747760.3,25671.4
Punjab,Bathinda,Onion,2016,33566.3,610715.3,18194.3
Punjab,Bathinda,Groundnut,2016,8301.5,19801.6,2385.3
Punjab,Bathinda,Rice,2016,57115.4,215782.0,3778.0
Punjab,Bathinda,Maize,2016,49432.4,165094.3,3339.8
Maharashtra,Nashik,Potato,2016,43060.9,1056641.3,24538.3
Maharashtra,Nashik,Cotton,2016,64091.9,125491.9,1958.0
Maharashtra,Nashik,Onion,2016,40663.1,675792.3,16619.3
Maharashtra,Nashik,Sugarcane,2016,17777.9,1438939.7,80939.8
Maharashtra,Nashik,Banana,2016,75417.4,3626905.7,48091.1
Maharashtra,Pune,Banana,2016,43203.1,2051088.8,47475.5
Maharashtra,Pune,Potato,2016,31659.1,830557.5,26234.4
Maharashtra,Pune,Cotton,2016,9279.0,18385.4,1981.4
Maharashtra,Pune,Chickpea,2016,9129.7,10464.5,1146.2
Maharashtra,Pune,Onion,2016,13370.4,224677.5,16804.1
Maharashtra,Nagpur,Maize,2016,58163.8,169000.7,2905.6
Maharashtra,Nagpur,Onion,2016,49139.6,857707.1,17454.5
Maharashtra,Nagpur,Wheat,2016,69507.1,233856.6,3364.5
Maharashtra,Nagpur,Groundnut,2016,45531.4,102072.3,2241.8
Maharashtra,Nagpur,Rice,2016,46591.5,149209.3,3202.5
Maharashtra,Aurangabad,Wheat,2016,26197.6,94479.0,3606.4
Maharashtra,Aurangabad,Sugarcane,2016,25214.2,1900469.9,75373.0
Maharashtra,Aurangabad,Maize,2016,78768.3,258100.1,3276.7
Maharashtra,Aurangabad,Chickpea,2016,68631.7,91410.6,1331.9
Maharashtra,Aurangabad,Groundnut,2016,48487.3,100737.2,2077.6
Maharashtra,Solapur,Rice,2016,60826.5,245185.5,4030.9
Maharashtra,Solapur,Wheat,2016,47560.7,187189.4,3935.8
Maharashtra,Solapur,Maize,2016,19178.6,60859.5,3173.3
Maharashtra,Solapur,Onion,2016,6821.7,132589.3,19436.4
Maharashtra,Solapur,Cotton,2016,49742.8,99614.9,2002.6
Uttar Pradesh,Varanasi,Chickpea,2016,19283.3,22090.9,1145.6
Uttar Pradesh,Varanasi,Cotton,2016,56419.0,109221.5,1935.9
Uttar Pradesh,Varanasi,Wheat,2016,16042.8,60697.9,3783.5
Uttar Pradesh,Varanasi,Banana,2016,57977.7,2509698.1,43287.3
Uttar Pradesh,Varanasi,Potato,2016,46248.6,1141998.2,24692.6
Uttar Pradesh,Lucknow,Banana,2016,29844.1,1339137.6,44871.1
Uttar Pradesh,Lucknow,Chickpea,2016,68445.6,86097.7,1257.9
Uttar Pradesh,Lucknow,Sugarcane,2016,9487.4,630075.3,66411.8
Uttar Pradesh,Lucknow,Groundnut,2016,18261.6,36934.1,2022.5
Uttar Pradesh,Lucknow,Rice,2016,13626.8,49848.2,3658.1
Uttar Pradesh,Agra,Sugarcane,2016,65003.6,4701573.9,72327.9
Uttar Pradesh,Agra,Banana,2016,14227.3,705573.1,49592.9
Uttar Pradesh,Agra,Potato,2016,50522.8,954658.6,18895.6
Uttar Pradesh,Agra,Groundnut,2016,41477.8,96494.0,2326.4
Uttar Pradesh,Agra,Maize,2016,36818.7,105389.8,2862.4
Uttar Pradesh,Kanpur,Chickpea,2016,31766.5,36325.0,1143.5
Uttar Pradesh,Kanpur,Groundnut,2016,46063.0,107598.6,2335.9
Uttar Pradesh,Kanpur,Sugarcane,2016,74580.2,5040443.2,67584.2
Uttar Pradesh,Kanpur,Onion,2016,26205.5,515608.9,19675.6
Uttar Pradesh,Kanpur,Maize,2016,79377.9,261732.7,3297.3
Uttar Pradesh,Prayagraj,Chickpea,2016,53747.4,60498.1,1125.6
Uttar Pradesh,Prayagraj,Wheat,2016,23747.9,82683.1,3481.7
Uttar Pradesh,Prayagraj,Rice,2016,79741.0,303558.0,3806.8
Uttar Pradesh,Prayagraj,Groundnut,2016,30675.3,78722.0,2566.3
Uttar Pradesh,Prayagraj,Onion,2016,53333.5,1015987.2,19049.7
Gujarat,Ahmedabad,Maize,2016,77947.3,277359.9,3558.3
Gujarat,Ahmedabad,Sugarcane,2016,51115.8,4056938.4,79367.6
Gujarat,Ahmedabad,Wheat,2016,41327.1,144169.6,3488.5
Gujarat,Ahmedabad,Groundnut,2016,64434.0,155936.7,2420.1
Gujarat,Ahmedabad,Potato,2016,69483.3,1676722.4,24131.3
Gujarat,Surat,Potato,2016,72497.6,1766810.0,24370.6
Gujarat,Surat,Banana,2016,62532.3,2940425.1,47022.5
Gujarat,Surat,Chickpea,2016,50717.2,63918.9,1260.3
Gujarat,Surat,Wheat,2016,20741.9,71655.0,3454.6
Gujarat,Surat,Cotton,2016,14339.9,29765.3,2075.7
Gujarat,Rajkot,Groundnut,2016,9301.2,24451.9,2628.9
Gujarat,Rajkot,Cotton,2016,35275.4,68698.8,1947.5
Gujarat,Rajkot,Potato,2016,48627.1,1255303.7,25814.9
Gujarat,Rajkot,Wheat,2016,10531.1,41244.0,3916.4
Gujarat,Rajkot,Chickpea,2016,53016.2,75235.3,1419.1
Gujarat,Vadodara,Maize,2016,50674.1,155219.8,3063.1
Gujarat,Vadodara,Sugarcane,2016,48690.9,3232929.7,66397.0
Gujarat,Vadodara,Groundnut,2016,16171.8,37384.4,2311.7
Gujarat,Vadodara,Onion,2016,55153.7,991442.9,17976.0
Gujarat,Vadodara,Banana,2016,8083.5,345874.4,42787.7
Gujarat,Junagadh,Potato,2016,60900.0,1534138.0,25191.1
Gujarat,Junagadh,Cotton,2016,70482.3,142684.4,2024.4
Gujarat,Junagadh,Rice,2016,74142.6,249245.2,3361.7
Gujarat,Junagadh,Sugarcane,2016,75129.2,5044843.1,67148.9
Gujarat,Junagadh,Chickpea,2016,44663.2,60451.6,1353.5
Karnataka,Bengaluru Rural,Banana,2016,44969.6,2169113.2,48235.1
Karnataka,Bengaluru Rural,Rice,2016,18302.9,67160.7,3669.4
Karnataka,Bengaluru Rural,Cotton,2016,64393.4,133487.5,2073.0
Karnataka,Bengaluru Rural,Sugarcane,2016,27844.7,1999338.6,71803.2
Karnataka,Bengaluru Rural,Maize,2016,16660.1,60447.8,3628.3
Karnataka,Belagavi,Groundnut,2016,26548.6,60238.8,2269.0
Karnataka,Belagavi,Rice,2016,34048.6,110964.4,3259.0
Karnataka,Belagavi,Cotton,2016,66757.0,117519.0,1760.4
Karnataka,Belagavi,Potato,2016,67801.4,1676999.8,24734.0
Karnataka,Belagavi,Maize,2016,67281.5,233581.2,3471.7
Karnataka,Mysuru,Banana,2016,32268.3,1556922.9,48249.3
Karnataka,Mysuru,Cotton,2016,74777.1,144222.6,1928.7
Karnataka,Mysuru,Rice,2016,39756.8,149266.9,3754.5
Karnataka,Mysuru,Wheat,2016,14229.4,52160.7,3665.7
Karnataka,Mysuru,Groundnut,2016,30663.3,70908.9,2312.5
Karnataka,Hubballi,Banana,2016,30665.0,1321888.4,43107.4
Karnataka,Hubballi,Cotton,2016,37420.1,78687.0,2102.8
Karnataka,Hubballi,Wheat,2016,31077.8,110798.6,3565.2
Karnataka,Hubballi,Maize,2016,75788.7,246859.0,3257.2
Karnataka,Hubballi,Onion,2016,72708.6,1464031.3,20135.6
Karnataka,Dharwad,Onion,2016,61695.7,1002882.1,16255.3
Karnataka,Dharwad,Potato,2016,42085.2,994304.9,23626.0
Karnataka,Dharwad,Groundnut,2016,7061.8,15858.0,2245.6
Karnataka,Dharwad,Rice,2016,34641.5,135136.5,3901.0
Karnataka,Dharwad,Chickpea,2016,70066.6,91934.4,1312.1
Rajasthan,Jaipur,Chickpea,2016,7905.1,10476.6,1325.3
Rajasthan,Jaipur,Onion,2016,77481.2,1372587.2,17715.1
Rajasthan,Jaipur,Maize,2016,74486.1,235040.9,3155.5
Rajasthan,Jaipur,Rice,2016,57232.2,235029.8,4106.6
Rajasthan,Jaipur,Wheat,2016,28163.2,91575.5,3251.6
Rajasthan,Jodhpur,Groundnut,2016,47047.3,98606.4,2095.9
Rajasthan,Jodhpur,Banana,2016,73792.4,3248216.0,44018.3
Rajasthan,Jodhpur,Maize,2016,72081.2,217000.5,3010.5
Rajasthan,Jodhpur,Cotton,2016,28539.4,62270.1,2181.9
